courseId,termCode,termName,associatedAcademicCareer,associatedAcademicGroupCode,associatedAcademicOrgCode,subjectCode,catalogNumber,title,descriptionAbbreviated,description,gradingBasis,courseComponentCode,enrollConsentCode,enrollConsentDescription,dropConsentCode,dropConsentDescription,requirementsDescription
15334,1215,Spring 2021,UG,ENG,CIVE,AE,279,Energy and the Environment,Energy and the Environment,"Conservation of energy, energy balances on closed systems. Steady-state and transient heat transfer via convection, radiation, and conduction. Mechanical and electrical work. Internal energy, enthalpy, and specific heats of solids, liquids, and gases. Phase change in natural environmental systems; the basics of heat engines, refrigerators, and heat pumps. Function, evaluation, and design of energy resource technology: wind and hydroelectric turbines, photovoltaics, geothermal energy, biomass and biofuel, natural gas and petroleum extraction, and tidal energy. Renewable energy policy and implications. [Offered: S, first offered Spring 2021]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: Level at least 2B Architectural, Civil, Environmental, or Geological Engineering. Antireq: BME 384, CHE 330, ECE 309/MTE 309, ENVE 279, ME 250, SYDE 381"
15341,1215,Spring 2021,UG,ENG,CIVE,AE,325,Project 1 Studio,Project 1 Studio,"Students undertake a group architectural engineering design project over two terms of their program. The purpose of the project is to demonstrate students' abilities to practise in their chosen area of expertise, using knowledge gained from their academic and employment experiences. Projects integrate all relevant aspects (e.g., structure, constructability, mechanical and enclosure) within appropriate defined social, economic, environmental, political, and technical constraints. [Offered: W, first offered Winter 2022]",NUM,PRJ,N,No Consent Required,N,No Consent Required,Prereq: AE 300; Level at least 3B Architectural Engineering
15342,1215,Spring 2021,UG,ENG,CIVE,AE,353,Soil Mechanics and Foundations,Soil Mechanics & Foundations,"An introduction to soil mechanics principles including state of stress, ground water flow, consolidation and shear strength. An introduction to design of shallow and deep foundations. Earth pressure theories and design of retaining walls. [Offered: S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architectural Engineering
15343,1215,Spring 2021,UG,ENG,CIVE,AE,392,Economics and Life Cycle Analysis,Econ & Life Cycle Analysis,"Project financing, life-cycle analysis, time value of money, sensitivity analyses, tax, financial implications of infrastructure projects, quantitative decision-making, and financial aspects of a business plan. [Offered: W, first offered Winter 2022]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: MATH 116; Level at least 2B Civil Engineering, 3A Environmental or Geological Engineering, or 3B Architectural Engineering. Antireq: CIVE 392, MSCI 261"
15344,1215,Spring 2021,UG,ENG,CIVE,AE,400,Project 2 Studio,Project 2 Studio,"Completion of the project defined and initiated in AE 325. Complete oral presentation, written and graphics deliverables. [Offered: S, first offered Spring 2022]",NUM,PRJ,N,No Consent Required,N,No Consent Required,Prereq: AE 325; Level at least 4A Architectural Engineering
15345,1215,Spring 2021,UG,ENG,CIVE,AE,405,Building Performance Measurement Lab,Bldg Performance Measm't Lab,"Introduction to the techniques and utility of measuring building performance both during construction, during operation, and before retrofit. Stiffness, vibration, rain penetration, air leakage, heat flow, durability, solar control, acoustics, lighting, damage assessment, and energy consumption. [Offered: S, first offered Spring 2022]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: AE 280
15324,1215,Spring 2021,UG,ENG,CIVE,AE,121,Computational Methods,Computational Methods,"Introduction to computer programming, examples of efficient numerical algorithms for basic scientific computations. Programming and problem-solving concepts introduced in the course will be incorporated into projects involving architectural engineering applications. The language of instruction will be Matlab. [Offered: S]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: Level at least 1B Architectural, Civil, Environmental, or Geological Engineering. Antireq: BME 121, CHE 121, CIVE 121, ECE 150, MTE 121/GENE 121, SYDE 121"
15339,1215,Spring 2021,UG,ENG,CIVE,AE,310,Introduction to Structural Design,Intro to Structural design,"Introduction to structural systems. Systems for carrying gravity and lateral loads in buildings. Structural design concepts. Analysis and design of concrete beams and one-way slabs. Design of steel beams and tension members. Comparison of steel and concrete framing systems. [Offered: W, first offered Winter 2022]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: AE 303; Level at least 3B Architectural, Civil, or Geological Engineering. Antireq: CIVE 310"
15340,1215,Spring 2021,UG,ENG,CIVE,AE,315,Building Structural Systems,Building Structural Systems,"A review of different structural systems and materials with a focus on constructability, sustainability, economy, and performance. Concrete, steel, wood, masonry, and polymer materials, as well as framed, hybrid, shear wall, cable stayed, tension, and inflatable systems will be covered. The selection of systems as a function of occupancy, scale, labour, economy, geography, and climate will be introduced. [Offered: W, first offered Winter 2022]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: AE 200
15338,1215,Spring 2021,UG,ENG,CIVE,AE,303,Structural Analysis,Structural Analysis,Analysis of statically indeterminate structures using force and displacement methods. Influence lines for determinate and indeterminate structures. Introduction to the matrix stiffness method. Computer applications using commercial structural analysis software. [Offered: S],NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: AE 205; Level at least 3A Architectural, Civil, or Geological Engineering. Antireq: CIVE 303"
15333,1215,Spring 2021,UG,ENG,CIVE,AE,265,Structure and Properties of Materials,Structure & Props of Materials,"A basic course in structure, behaviour, and uses of engineering materials. Topics include monotonic and cyclic stress-strain behaviour of metals, and the mechanical properties of irons, steels, copper, and aluminum. Structure and mechanical properties of wood, masonry, cements, concrete, polymers, and fiber-reinforced polymers. Fracture, fatigue, corrosion, decay, moisture, and radiation damage functions. [Note: Three lab sessions. Offered: F]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: Level at least 2A Civil, Environmental, or Geological Engineering, or level at least 2B Architectural Engineering. Antireq: CIVE 265"
15327,1215,Spring 2021,UG,ENG,CIVE,AE,204,Solid Mechanics 1,Solid Mechanics 1,"Three-dimensional force systems, moments, couples, and resultants. Three-dimensional equilibrium problems. Shear stresses in beams. Plastic bending. Beam deflection. Torsion of shafts and thin-walled closed sections. Shear, bending moment, and deflection diagrams for beams. Compound stress and stress transformations. Design concepts. [Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: AE 105; Level at least 2A Architectural or Civil Engineering, or Level at least 2B Geological Engineering. Antireq: CIVE 204"
15332,1215,Spring 2021,UG,ENG,CIVE,AE,225,Environmental Building Studio,Environmental Building Studio,"Environmental performance of buildings studied via physical investigations, demonstrations, case studies, design exercises. Relative roles of structure, enclosure, mechanical systems, embodied energy, life-cycle implications investigated. [Offered: F]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: AE 200; Level at least 2B Architectural Engineering
15326,1215,Spring 2021,UG,ENG,CIVE,AE,200,Structural Design Studio,Structural Design Studio,"Development of design and communication skills through application in projects involving various building/bridge types. Emphasis placed upon issues of materiality and technology in structural and building design. Form finding, model building. [Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: AE 125; Level at least 2A Architectural Engineering
15348,1215,Spring 2021,UG,ENG,CIVE,AE,491,Engineering Law and Ethics,Engineering Law and Ethics,"Background (Charter of Rights and Freedoms), contracts, torts (negligent malpractice), forms of carrying on business, professional practice (Professional Engineers Act, joint practice rules, professional misconduct and sexual harassment), alternate dispute resolution, construction liens, intellectual property (patents, trade marks, copyrights and industrial designs), labour relations and employment law, environmental law. [Offered: S, first offered Spring 2022]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 4A Architectural Engineering. Antireq: CIVE 491
15977,1215,Spring 2021,UG,ENG,CIVE,AE,499,Seminar,Seminar,General seminar. [Offered: W],NON,SEM,N,No Consent Required,N,No Consent Required,Prereq: 4B Architectural Engineering
15978,1215,Spring 2021,UG,ENG,CIVE,AE,495,Design Intensive Special Topics in Architectural Engineering,Design Intensive Spec Top AE,"A special topics course on design intensive advanced topics in architectural engineering is offered from time to time, when resources are available. For the current offering, inquire at the Department.",NUM,LEC,I,No Consent Required,N,No Consent Required,
15979,1215,Spring 2021,UG,ENG,CIVE,AE,497,Special Topics in Architectural Engineering,Special Topics in AE,"A special topics course on advanced topics in architectural engineering is offered from time to time, when resources are available. For the current offering, inquire at the Department.",NUM,LEC,I,No Consent Required,N,No Consent Required,
15336,1215,Spring 2021,UG,ENG,CIVE,AE,300,Architectural Engineering Studio,Architectural (Eng) Studio,"Comprehensive design project of building or bridge in collaboration with the School of Architecture. Integration of structure, systems, and architecture explored with case studies. Preparation of construction drawings and specifications. [Offered: S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: AE 225; Level at least 3A Architectural Engineering
15330,1215,Spring 2021,UG,ENG,CIVE,AE,223,Differential Equations and Balance Laws,Diff Equations & Balance Laws,An introduction to ordinary differential equations with applications to mass and energy balance problems in engineering. Standard methods of solution of first and second order linear equations with constant coefficients. Numerical methods for solving ordinary differential equations. Partial differential equations. [Offered: F],NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: AE 221; Level at least 2A Architectural, Environmental, or Geological Engineering. Antireq: CIVE 222, MATH 218"
